"GEOID","suffix","n"
"30007","PVT1",404
"30009","RD",576
"30011","RD",273
"30013","RD",408
"30015","RD",510
"30017","ST",175
"30019","RD",234
"30021","ST",117
"30023","RD",183
"30025","RD",84
"30027","RD",411
"30029","RD",1035
"30031","RD",1140
"30033","RD",176
"30035","RD",336
"30037","RD",136
"30039","RD",360
"30041","RD",236
"30043","RD",523
"30045","RD",399
"30047","LN",732
"30049","RD",813
"30051","RD",152
"30053","RD",962
"30055","RD",175
"30057","RD",543
"30059","RD",226
"30061","RD",285
"30063","RD",816
"30065","RD",295
"30067","RD",496
"30069","RD",72
"30071","RD",213
"30073","RD",400
"30075","RD",258
"30077","RD",425
"30079","RD",95
"30081","LN",843
"30083","ST",52
"30085","ST",111
"30087","RD",343
"30089","RD",569
"30091","RD",265
"30093","ST",497
"30095","RD",448
"30097","RD",176
"30099","NE",232
"30101","RD",307
"30103","RD",90
"30105","RD",478
"30107","RD",196
"30109","RD",83
"30111","DR",946
"31001","AVE",412
"31003","RD",265
"31005","RD",47
"31007","RD",19
"31009","RD",54
"31011","ST",400
"31013","ST",130
"31015","RD",170
"31021","ST",190
"31023","ST",259
"31025","ST",570
"31027","AVE",259
"31029","ST",161
"31031","RD",227
"31033","ST",153
"31035","ST",267
"31037","ST",221
"31041","RD",405
"31043","ST",356
"31057","RD",74
"31059","ST",230
"31071","AVE",102
"31075","LN",65
"31085","ST",27
"31087","ST",101
"31099","RD",165
"31101","ST",227
"31103","RD",110
"31105","ST",147
"31107","RD",351
"31109","ST",2957
"31111","RD",873
"31113","ST",26
"31115","RD",77
"31117","RD",57
"31119","ST",374
"31121","RD",279
"31123","ST",122
"31125","ST",335
"31127","ST",205
"31129","ST",199
"31131","RD",346
"31133","ST",158
"31135","ST",47
"31137","RD",174
"31139","ST",211
"31141","ST",542
"31143","ST",130
"31145","ST",200
"31147","ST",267
"31149","RD",128
"31151","ST",288
"31153","ST",1825
"31155","ST",470
"31157","ST",369
"31159","ST",264
"31161","RD",292
"31163","RD",276
"31165","RD",255
"31167","RD",163
"31169","ST",211
"31171","ST",40
"31173","RD",183
"31175","RD",218
"31177","LN",283
"31179","ST",140
"31181","ST",138
"31183","AVE",88
"31185","ST",211
"32001","RD",274
"32003","ST",11412
"32005","CT",446
"32007","ST",530
"32009","RD",106
"32011","ST",139
"32013","RD",488
"32015","RD",157
"32017","RD",354
"32019","ST",413
"32021","RD",183
"32023","ST",1046
"32027","RD",333
"32029","RD",158
"32031","CT",2656
"32033","ST",208
"32510","DR",391
"33001","RD",1316
"33003","RD",2294
"33005","RD",1652
"33007","RD",1388
"33009","RD",2863
"33011","RD",3225
"33013","RD",2318
"33015","RD",2930
"33017","RD",1052
"33019","RD",1365
"34001","AVE",2605
"34003","AVE",2796
"34005","RD",1866
"34007","AVE",3006
"34009","AVE",1067
"34011","RD",651
"34013","ST",1486
"34015","AVE",1520
"34017","ST",919
"34019","RD",1267
"34021","AVE",1118
"34023","ST",2280
"34025","DR",2237
"34027","RD",2650
"34029","DR",2623
"34031","AVE",1069
"34033","RD",513
"34035","RD",1261
"34037","RD",1422
"34039","AVE",1381
"34041","RD",819
"35001","NE",4498
"35003","RD",346
"35005","RD",1242
"35006","RD",878
"35007","RD",438
"35009","ST",364
"35011","RD",318
"35013","RD",1444
"35015","RD",839
"35017","RD",794
"35019","RD",279
"35021","RD",245
"35023","RD",409
"35025","ST",770
"35027","RD",600
"35028","ST",160
"35029","RD",738
"35031","RD",1190
"35033","RD",163
"35035","RD",762
"35037","ST",218
"35039","RD",387
"35041","ST",158
"35043","NE",1748
"35045","ST",457
"35047","RD",497
"35049","RD",1318
"35051","RD",501
"35053","RD",443
"35055","RD",1210
"35057","RD",674
"35059","RD",449
"35061","RD",911
"36001","RD",1388
"36003","RD",1366
"36005","AVE",1011
"36007","RD",1346
"36009","RD",1662
"36011","RD",1114
"36013","RD",1271
"36015","RD",668
"36017","RD",1125
"36019","RD",1016
"36021","RD",1486
"36023","RD",700
"36025","RD",1982
"36027","RD",2268
"36029","DR",1970
"36031","RD",1032
"36033","RD",1230
"36035","RD",690
"36037","RD",591
"36039","RD",1246
"36041","RD",552
"36043","RD",1234
"36045","RD",1511
"36047","ST",1474
"36049","RD",995
"36051","RD",818
"36053","RD",1090
"36055","DR",2499
"36057","RD",676
"36059","AVE",3597
"36061","ST",763
"36063","ST",833
"36065","RD",1961
"36067","RD",1938
"36069","RD",800
"36071","RD",2501
"36073","RD",433
"36075","RD",1032
"36077","RD",1625
"36079","RD",1373
"36081","ST",2696
"36083","RD",1506
"36085","AVE",1383
"36087","CT",1046
"36089","RD",2043
"36091","RD",1505
"36093","RD",552
"36095","RD",1188
"36097","RD",686
"36099","RD",518
"36101","RD",2303
"36103","RD",4898
"36105","RD",2476
"36107","RD",890
"36109","RD",902
"36111","RD",2694
"36113","RD",1293
"36115","RD",935
"36117","RD",925
"36119","RD",3517
"36121","RD",594
"36123","RD",657
"37001","DR",1109
"37003","LN",643
"37005","LN",516
"37007","RD",568
"37009","RD",863
"37011","LN",802
"37013","RD",665
"37015","RD",257
"37017","RD",608
"37019","SW",1776
"37021","RD",2774
"37023","RD",753
"37025","NW",921
"37027","LN",759
"37029","RD",139
"37031","DR",720
"37033","RD",482
"37035","DR",1043
"37037","RD",991
"37039","RD",1169
"37041","RD",146
"37043","DR",259
"37045","DR",1064
"37047","RD",610
"37049","RD",734
"37051","DR",2464
"37053","RD",335
"37055","RD",479
"37057","DR",1447
"37059","LN",522
"37061","LN",971
"37063","DR",1519
"37065","LN",516
"37067","DR",2313
"37069","DR",610
"37071","DR",1848
"37073","LN",121
"37075","RD",353
"37077","RD",471
"37079","RD",242
"37081","DR",2891
"37083","ST",522
"37085","LN",1304
"37087","DR",1402
"37089","DR",1780
"37091","RD",284
"37093","RD",530
"37095","RD",185
"37097","LN",1878
"37099","RD",1805
"37101","DR",1319
"37103","LN",253
"37105","DR",418
"37107","RD",658
"37109","LN",904
"37111","DR",1242
"37113","RD",1947
"37115","RD",989
"37117","RD",348
"37119","DR",5143
"37121","RD",521
"37123","DR",454
"37125","RD",1130
"37127","RD",795
"37129","DR",1346
"37131","ST",291
"37133","CT",991
"37135","RD",1079
"37137","RD",301
"37139","DR",287
"37141","RD",573
"37143","RD",151
"37145","RD",738
"37147","DR",1027
"37149","LN",487
"37151","RD",1197
"37153","RD",630
"37155","RD",1726
"37157","RD",1073
"37159","RD",1053
"37161","RD",921
"37163","LN",1057
"37165","RD",398
"37167","RD",737
"37169","RD",1268
"37171","LN",1790
"37173","RD",802
"37175","RD",1032
"37177","RD",112
"37179","DR",1218
"37181","LN",513
"37183","DR",6435
"37185","RD",547
"37187","RD",167
"37189","RD",1339
"37191","DR",895
"37193","RD",1325
"37195","RD",419
"37197","RD",758
"37199","RD",759
"38001","NE",201
"38003","SE",556
"38005","NE",623
"38007","W",69
"38009","NW",364
"38011","SW",141
"38013","NW",467
"38015","DR",502
"38017","S",1107
"38019","NE",611
"38021","SE",440
"38023","NW",625
"38025","SW",407
"38027","NE",292
"38029","SE",477
"38031","NE",184
"38033","SW",197
"38035","NE",429
"38037","SW",554
"38039","NE",220
"38041","SW",419
"38043","SE",558
"38045","SE",464
"38047","SE",389
"38049","N",409
"38051","SE",461
"38053","NW",777
"38055","NW",768
"38057","SW",312
"38059","ST",401
"38061","NW",774
"38063","NE",454
"38065","SW",291
"38067","NE",404
"38069","NE",417
"38071","NE",629
"38073","SE",292
"38075","NW",315
"38077","SE",501
"38079","NE",421
"38081","SE",357
"38083","NE",329
"38085","ST",111
"38087","SW",110
"38089","SW",839
"38091","NE",120
"38093","SE",1036
"38095","NE",395
"38097","NE",194
"38099","NE",495
"38101","NW",679
"38103","NE",411
"38105","NW",891
"39001","RD",719
"39003","ST",543
"39005","ST",255
"39007","RD",604
"39009","RD",808
"39011","ST",453
"39013","RD",1021
"39015","RD",629
"39017","DR",2009
"39019","SW",269
"39021","RD",349
"39023","DR",595
"39025","DR",1131
"39027","RD",327
"39029","ST",942
"39031","ST",307
"39033","ST",382
"39035","DR",3219
"39037","RD",548
"39039","RD",326
"39041","DR",1459
"39043","ST",445
"39045","ST",551
"39047","ST",182
"39049","DR",5192
"39051","ST",286
"39053","RD",747
"39055","DR",639
"39057","DR",1364
"39059","RD",693
"39061","DR",2470
"39063","ST",453
"39065","ST",446
"39067","RD",657
"39069","ST",314
"39071","RD",524
"39073","RD",717
"39075","ST",207
"39077","ST",456
"39079","RD",642
"39081","ST",646
"39083","RD",580
"39085","DR",1340
"39087","ST",466
"39089","DR",780
"39091","ST",497
"39093","DR",1102
"39095","DR",1777
"39097","RD",244
"39099","AVE",1203
"39101","ST",402
"39103","DR",991
"39105","RD",641
"39107","ST",440
"39109","ST",542
"39111","RD",459
"39113","DR",2500
"39115","RD",553
"39117","RD",381
"39119","RD",889
"39121","RD",693
"39123","DR",584
"39125","ST",292
"39127","ST",435
"39129","RD",400
"39131","RD",489
"39133","DR",794
"39135","RD",428
"39137","ST",510
"39139","RD",748
"39141","RD",603
"39143","ST",471
"39145","RD",770
"39147","ST",495
"39149","RD",373
"39151","NW",3416
"39153","DR",2618
"39155","RD",646
"39157","ST",625
"39159","RD",328
"39161","RD",378
"39163","RD",456
"39165","DR",1358
"39167","RD",958
"39169","RD",607
"39171","ST",501
"39173","RD",767
"39175","ST",222
"40001","RD",862
"40003","RD",756
"40005","RD",1060
"40007","ST",59
"40009","RD",493
"40011","RD",793
"40013","RD",1194
"40015","RD",604
"40017","ST",908
"40019","RD",796
"40021","RD",1578
"40023","RD",716
"40025","RD",819
"40027","ST",1752
"40029","RD",401
"40031","RD",1108
"40033","AVE",115
"40035","RD",911
"40037","AVE",983
"40039","RD",772
"40041","RD",2147
"40043","RD",465
"40045","RD",613
"40047","RD",965
"40049","RD",782
"40051","RD",966
"40053","RD",516
"40055","RD",315
"40057","RD",210
"40059","RD",599
"40061","RD",472
"40063","RD",670
"40065","ST",359
"40067","RD",344
"40069","RD",457
"40071","RD",617
"40073","RD",384
"40075","RD",439
"40077","RD",561
"40079","RD",927
"40081","RD",1371
"40083","RD",872
"40085","RD",624
"40087","ST",626
"40089","RD",582
"40091","RD",1127
"40093","RD",394
"40095","RD",583
"40097","RD",1083
"40099","RD",487
"40101","ST",888
"40103","RD",482
"40105","RD",449
"40107","RD",519
"40109","ST",4671
"40111","RD",1269
"40113","RD",755
"40115","RD",747
"40117","RD",801
"40119","RD",823
"40121","RD",1437
"40123","RD",788
"40125","RD",1282
"40127","RD",465
"40129","RD",536
"40131","RD",1318
"40133","RD",630
"40135","RD",1639
"40137","RD",732
"40139","RD",877
"40141","RD",326
"40143","ST",7550
"40145","AVE",1113
"40147","RD",686
"40149","RD",581
"40151","RD",290
"40153","RD",589
"41001","RD",627
"41003","DR",453
"41005","RD",1991
"41007","RD",687
"41009","RD",634
"41011","RD",1074
"41013","RD",720
"41015","RD",418
"41017","RD",1308
"41019","SP",1594
"41021","RD",156
"41023","RD",772
"41025","RD",556
"41027","RD",238
"41029","RD",1115
"41031","RD",735
"41033","RD",746
"41035","FS",9956
"41037","RD",650
"41039","ST",2523
"41041","ST",1087
"41043","ST",723
"41045","RD",781
"41047","NE",2551
"41049","RD",331
"41051","AVE",3751
"41053","NW",686
"41055","RD",142
"41057","RD",768
"41059","RD",1504
"41061","RD",378
"41063","RD",452
"41065","RD",850
"41067","AVE",2121
"41069","RD",140
"41071","ST",1100
"42001","RD",798
"42003","ST",7015
"42005","RD",1548
"42007","ST",1452
"42009","RD",1759
"42011","RD",2162
"42013","LN",1133
"42015","RD",2213
"42017","RD",2939
"42019","LN",1625
"42021","ST",1928
"42023","RD",285
"42025","ST",654
"42027","RD",1358
"42029","RD",2619
"42031","RD",948
"42033","RD",2155
"42035","LN",849
"42037","RD",1008
"42039","RD",1434
"42041","DR",1395
"42043","ST",2220
"42045","RD",3451
"42047","RD",898
"42049","DR",1257
"42051","RD",1867
"42053","RD",450
"42055","RD",1205
"42057","RD",386
"42059","RD",1003
"42061","RD",1127
"42063","RD",1430
"42065","RD",1136
"42067","RD",655
"42069","ST",1851
"42071","RD",2333
"42073","RD",805
"42075","ST",1324
"42077","ST",3731
"42079","ST",3128
"42081","RD",1620
"42083","RD",639
"42085","RD",1117
"42087","LN",869
"42089","RD",1889
"42091","RD",3749
"42093","RD",344
"42095","ST",2125
"42097","ST",1267
"42099","RD",764
"42101","ST",6187
"42103","RD",1198
"42105","RD",780
"42107","ST",2462
"42109","RD",1029
"42111","RD",1717
"42113","RD",560
"42115","RD",1328
"42117","RD",1525
"42119","RD",481
"42121","RD",911
"42123","RD",600
"42125","ST",1897
"42127","RD",1334
"42129","ST",3013
"42131","RD",504
"42133","RD",2935
"44001","ST",318
"44003","ST",1091
"44005","RD",520
"44007","ST",4078
"44009","RD",1414
"45001","RD",492
"45003","RD",1556
"45005","RD",298
"45007","RD",1934
"45009","RD",472
"45011","RD",382
"45013","DR",1952
"45015","LN",2537
"45017","LN",270
"45019","RD",2677
"45021","RD",831
"45023","RD",658
"45025","RD",1022
"45027","RD",688
"45029","LN",847
"45031","DR",963
"45033","DR",327
"45035","DR",855
"45037","RD",348
"45039","RD",487
"45041","RD",1328
"45043","DR",739
"45045","DR",2892
"45047","RD",736
"45049","RD",482
"45051","DR",2717
"45053","RD",519
"45055","RD",861
"45057","RD",901
"45059","RD",1153
"45061","RD",461
"45063","CT",1731
"45065","RD",469
"45067","RD",740
"45069","RD",437
"45071","RD",719
"45073","DR",2676
"45075","RD",1312
"45077","DR",1266
"45079","RD",2511
"45081","RD",564
"45083","RD",2605
"45085","RD",907
"45087","RD",488
"45089","RD",603
"45091","RD",1541
"46003","ST",290
"46005","ST",318
"46007","ST",32
"46009","ST",292
"46011","ST",350
"46013","ST",695
"46015","ST",251
"46017","RD",48
"46019","RD",370
"46021","ST",172
"46023","ST",373
"46025","ST",183
"46027","ST",263
"46029","ST",262
"46031","ST",121
"46033","RD",474
"46035","ST",288
"46037","ST",379
"46039","ST",187
"46041","ST",79
"46043","ST",179
"46045","AVE",411
"46047","RD",368
"46049","ST",310
"46051","ST",243
"46053","ST",438
"46055","ST",175
"46057","ST",225
"46059","ST",344
"46061","ST",183
"46063","RD",135
"46065","AVE",285
"46067","ST",403
"46069","ST",149
"46071","RD",159
"46073","ST",160
"46075","AVE",109
"46077","ST",307
"46079","AVE",221
"46081","RD",543
"46083","ST",607
"46085","ST",306
"46087","AVE",200
"46089","ST",319
"46091","ST",270
"46093","RD",484
"46095","ST",84
"46097","ST",215
"46099","AVE",1162
"46101","ST",214
"46102","RD",249
"46103","RD",878
"46105","RD",151
"46107","ST",261
"46109","ST",320
"46111","ST",249
"46115","ST",552
"46117","ST",82
"46119","ST",181
"46121","ST",115
"46123","ST",574
"46125","ST",284
"46127","ST",361
"46129","ST",332
"46135","ST",364
"46137","RD",60
"47001","LN",906
"47003","RD",531
"47005","RD",470
"47007","RD",680
"47009","DR",1064
"47011","NW",670
"47013","LN",1096
"47015","LN",441
"47017","RD",413
"47019","RD",1152
"47021","RD",558
"47023","RD",249
"47025","LN",687
"47027","RD",533
"47029","WAY",972
"47031","RD",636
"47033","RD",340
"47035","RD",844
"47037","DR",2911
"47039","RD",390
"47041","RD",521
"47043","RD",880
"47045","RD",453
"47047","DR",404
"47049","RD",639
"47051","LN",868
"47053","RD",644
"47055","RD",1005
"47057","RD",460
"47059","RD",815
"47061","RD",437
"47063","DR",541
"47065","DR",1856
"47067","RD",471
"47069","RD",378
"47071","LN",641
"47073","RD",1121
"47075","RD",386
"47077","RD",492
"47079","RD",574
"47081","RD",740
"47083","RD",272
"47085","RD",385
"47087","LN",516
"47089","RD",641
"47091","RD",498
"47093","LN",2704
"47095","RD",109
"47097","RD",384
"47099","RD",893
"47101","RD",506
"47103","RD",640
"47105","RD",503
"47107","RD",692
"47109","RD",489
"47111","RD",349
"47113","DR",725
"47115","RD",734
"47117","RD",546
"47119","RD",742
"47121","LN",253
"47123","RD",905
"47125","DR",1166
"47127","RD",255
"47129","RD",821
"47131","RD",754
"47133","LN",587
"47135","RD",392
"47137","RD",353
"47139","RD",386
"47141","RD",865
"47143","LN",627
"47145","RD",836
"47147","RD",707
"47149","DR",1642
"47151","RD",595
"47153","RD",441
"47155","WAY",1610
"47157","DR",4408
"47159","LN",634
"47161","RD",447
"47163","DR",1381
"47165","DR",991
"47167","RD",496
"47169","LN",149
"47171","RD",816
"47173","RD",496
"47175","RD",319
"47177","RD",665
"47179","RD",1169
"47181","RD",695
"47183","RD",687
"47185","RD",569
"47187","DR",1343
"47189","DR",783
"48001","ST",452
"48003","ST",120
"48005","RD",931
"48007","ST",387
"48009","RD",259
"48011","ST",96
"48013","ST",355
"48015","RD",566
"48017","ST",72
"48019","RD",577
"48021","RD",629
"48023","RD",168
"48025","ST",462
"48027","DR",2668
"48029","DR",4988
"48031","RD",408
"48033","RD",25
"48035","ST",297
"48037","ST",937
"48039","DR",2166
"48041","DR",1015
"48043","RD",311
"48045","ST",41
"48047","ST",147
"48049","ST",405
"48051","ST",234
"48053","DR",732
"48055","ST",360
"48057","ST",365
"48059","ST",273
"48061","ST",1781
"48063","ST",95
"48065","ST",135
"48067","ST",369
"48069","ST",124
"48071","RD",421
"48073","ST",522
"48075","NW",36
"48077","RD",370
"48079","ST",90
"48081","RD",224
"48083","ST",291
"48085","DR",8638
"48087","ST",76
"48089","RD",615
"48091","DR",1163
"48093","ST",233
"48095","ST",116
"48097","ST",428
"48099","ST",404
"48101","ST",57
"48103","ST",101
"48105","ST",86
"48107","RD",66
"48109","RD",163
"48111","ST",121
"48113","DR",10516
"48115","ST",140
"48117","ST",173
"48119","ST",80
"48121","DR",5016
"48123","RD",455
"48125","ST",66
"48127","ST",233
"48129","ST",267
"48131","ST",201
"48133","ST",444
"48135","AVE",869
"48137","RD",66
"48139","DR",1198
"48141","DR",3933
"48143","ST",252
"48145","ST",315
"48147","ST",587
"48149","RD",531
"48151","ST",114
"48153","ST",254
"48155","ST",79
"48157","LN",4182
"48159","ST",106
"48161","ST",240
"48163","ST",259
"48165","ST",102
"48167","DR",1689
"48169","ST",58
"48171","RD",601
"48173","RD",31
"48175","RD",174
"48177","ST",251
"48179","ST",363
"48181","RD",1388
"48183","ST",1164
"48185","LN",320
"48187","LN",594
"48189","ST",527
"48191","ST",180
"48193","ST",238
"48195","ST",81
"48197","RD",228
"48199","RD",810
"48201","DR",19024
"48203","RD",708
"48205","RD",63
"48207","ST",131
"48209","DR",1256
"48211","ST",76
"48213","DR",1017
"48215","ST",5248
"48217","ST",483
"48219","RD",271
"48221","CT",1162
"48223","ST",243
"48225","ST",298
"48227","ST",409
"48229","RD",202
"48231","ST",776
"48233","ST",505
"48235","RD",139
"48237","RD",354
"48239","ST",281
"48241","ST",276
"48243","RD",155
"48245","ST",1537
"48247","ST",94
"48249","ST",417
"48251","DR",1003
"48253","ST",287
"48255","ST",306
"48257","DR",957
"48259","RD",410
"48261","RD",30
"48263","ST",33
"48265","RD",630
"48267","RD",206
"48269","ST",18
"48271","ST",107
"48273","ST",201
"48275","ST",159
"48277","ST",359
"48279","ST",231
"48281","ST",214
"48283","ST",175
"48285","ST",382
"48287","ST",194
"48289","ST",235
"48291","ST",550
"48293","ST",421
"48295","ST",112
"48297","ST",156
"48299","DR",404
"48301","ST",11
"48303","ST",2707
"48305","ST",95
"48307","ST",296
"48309","DR",1479
"48311","RD",101
"48313","LN",211
"48315","RD",304
"48317","ST",102
"48319","RD",333
"48321","RD",505
"48323","ST",327
"48325","ST",196
"48327","RD",98
"48329","DR",551
"48331","ST",405
"48333","ST",90
"48335","ST",216
"48337","RD",646
"48339","DR",4211
"48341","ST",129
"48343","ST",250
"48345","ST",44
"48347","ST",536
"48349","ST",530
"48351","RD",151
"48353","ST",282
"48355","DR",2420
"48357","ST",119
"48359","ST",88
"48361","ST",1135
"48363","RD",490
"48365","ST",240
"48367","DR",955
"48369","ST",103
"48371","ST",400
"48373","RD",980
"48375","ST",685
"48377","ST",254
"48379","ST",42
"48381","DR",661
"48383","RD",166
"48385","RD",173
"48387","ST",337
"48389","ST",313
"48391","ST",223
"48393","RD",74
"48395","RD",442
"48397","DR",1048
"48399","ST",278
"48401","ST",561
"48403","DR",420
"48405","ST",124
"48407","RD",584
"48409","ST",584
"48411","ST",178
"48413","ST",72
"48415","ST",214
"48417","ST",105
"48419","ST",278
"48421","ST",70
"48423","DR",1405
"48425","ST",68
"48427","ST",953
"48429","ST",150
"48431","P",69
"48433","ST",46
"48435","ST",108
"48437","ST",90
"48439","DR",10234
"48441","ST",991
"48443","RD",140
"48445","ST",239
"48447","RD",117
"48449","ST",270
"48451","ST",868
"48453","DR",5538
"48455","RD",613
"48457","RD",211
"48459","RD",678
"48461","ST",79
"48463","ST",313
"48465","ST",482
"48467","ST",409
"48469","ST",668
"48471","RD",626
"48473","RD",479
"48475","ST",326
"48477","LN",389
"48479","DR",923
"48481","ST",620
"48483","ST",208
"48485","ST",743
"48487","ST",205
"48489","ST",203
"48491","DR",2825
"48493","DR",304
"48495","ST",157
"48497","ST",542
"48499","ST",432
"48501","ST",99
"48503","RD",397
"48505","ST",169
"48507","ST",220
"49001","ST",167
"49003","RD",693
"49005","N",757
"49007","RD",1067
"49009","RD",235
"49011","W",1652
"49013","W",428
"49015","RD",262
"49017","RD",285
"49019","CANYON",300
"49021","W",687
"49023","RD",348
"49025","RD",332
"49027","ST",425
"49029","RD",83
"49031","RD",134
"49033","CIR",106
"49035","S",6687
"49037","RD",767
"49039","ST",392
"49041","RD",451
"49043","RD",636
"49045","RD",1773
"49047","RD",669
"49049","ST",5352
"49051","RD",313
"49053","DR",1350
"49055","RD",351
"49057","ST",1869
"50001","RD",1007
"50003","RD",1100
"50005","RD",939
"50007","RD",1167
"50009","RD",447
"50011","RD",1075
"50013","RD",215
"50015","RD",764
"50017","RD",1300
"50019","RD",923
"50021","RD",1329
"50023","RD",1616
"50025","RD",1779
"50027","RD",2132
"51001","LN",570
"51003","LN",875
"51005","RD",193
"51007","LN",147
"51009","RD",537
"51011","LN",239
"51013","ST",815
"51015","LN",1136
"51017","RD",236
"51019","RD",846
"51021","LN",108
"51023","RD",389
"51025","RD",273
"51027","RD",1382
"51029","RD",317
"51031","RD",474
"51033","RD",288
"51035","RD",708
"51036","RD",97
"51037","LN",430
"51041","DR",1744
"51043","LN",403
"51045","RD",182
"51047","LN",590
"51049","RD",220
"51051","RD",377
"51053","RD",298
"51057","RD",279
"51059","CT",5011
"51061","LN",748
"51063","NE",202
"51065","LN",272
"51067","LN",886
"51069","LN",677
"51071","LN",313
"51073","LN",604
"51075","RD",382
"51077","LN",678
"51079","RD",246
"51081","RD",134
"51083","RD",369
"51085","LN",802
"51087","CT",1545
"51089","DR",705
"51091","RD",150
"51093","LN",332
"51095","RD",355
"51097","RD",213
"51099","DR",262
"51101","RD",187
"51103","RD",348
"51105","DR",806
"51107","CT",1570
"51109","RD",420
"51111","RD",312
"51113","RD",233
"51115","LN",215
"51117","RD",505
"51119","RD",213
"51121","RD",530
"51125","LN",534
"51127","RD",302
"51131","LN",266
"51133","LN",378
"51135","RD",263
"51137","RD",411
"51139","RD",461
"51141","RD",472
"51143","RD",851
"51145","RD",216
"51147","RD",391
"51149","DR",233
"51153","CT",2179
"51155","RD",325
"51157","LN",481
"51159","RD",130
"51161","DR",723
"51163","LN",1010
"51165","LN",904
"51167","RD",560
"51169","DR",565
"51171","RD",564
"51173","LN",406
"51175","RD",225
"51177","LN",919
"51179","LN",751
"51181","RD",103
"51183","RD",194
"51185","RD",907
"51187","RD",461
"51191","DR",630
"51193","RD",255
"51195","RD",1000
"51197","RD",443
"51199","RD",395
"51510","ST",327
"51520","ST",178
"51530","ST",105
"51540","ST",169
"51550","CT",1172
"51570","AVE",165
"51580","AVE",90
"51590","ST",371
"51595","ST",114
"51600","DR",106
"51610","ST",90
"51620","ST",92
"51630","ST",161
"51640","ST",107
"51650","DR",569
"51660","ST",138
"51670","ST",195
"51678","ST",69
"51680","ST",546
"51683","CT",202
"51685","CT",76
"51690","ST",255
"51700","DR",671
"51710","AVE",879
"51720","NW",67
"51730","ST",321
"51735","DR",87
"51740","ST",422
"51750","ST",157
"51760","ST",1025
"51770","NW",622
"51775","ST",177
"51790","ST",298
"51800","CT",340
"51810","CT",2493
"51820","AVE",176
"51830","ST",71
"51840","ST",142
"53001","RD",808
"53003","ST",143
"53005","ST",1166
"53007","RD",1777
"53009","RD",1026
"53011","ST",4386
"53013","RD",242
"53015","RD",849
"53017","NE",543
"53019","RD",879
"53021","RD",472
"53023","RD",166
"53025","NE",890
"53027","ST",939
"53029","LN",1136
"53031","ST",662
"53033","ST",11696
"53035","NE",1336
"53037","RD",759
"53039","RD",962
"53041","RD",1103
"53043","RD",682
"53045","RD",794
"53047","RD",1846
"53049","ST",516
"53051","RD",522
"53053","E",10283
"53055","LN",662
"53057","LN",852
"53059","RD",717
"53061","SE",5449
"53063","RD",2779
"53065","RD",1241
"53067","SE",3658
"53069","RD",190
"53071","RD",618
"53073","ST",1086
"53075","RD",997
"53077","RD",1567
"54001","RD",417
"54003","DR",992
"54005","RD",713
"54007","RD",714
"54009","ST",230
"54011","RD",977
"54013","RD",279
"54015","RD",446
"54017","RD",340
"54019","RD",1233
"54021","RD",260
"54023","RD",257
"54025","RD",978
"54027","RD",927
"54029","ST",394
"54031","RD",582
"54033","ST",949
"54035","RD",723
"54037","LN",669
"54039","RD",2053
"54041","RD",417
"54043","RD",697
"54045","RD",1070
"54047","RD",915
"54049","ST",757
"54051","RD",289
"54053","RD",638
"54055","RD",1204
"54057","RD",425
"54059","RD",496
"54061","RD",1020
"54063","RD",653
"54065","LN",801
"54067","RD",992
"54069","ST",367
"54071","RD",369
"54073","RD",265
"54075","RD",510
"54077","RD",757
"54079","RD",598
"54081","RD",939
"54083","RD",479
"54085","RD",346
"54087","RD",361
"54089","RD",580
"54091","RD",308
"54093","RD",306
"54095","RD",272
"54097","RD",506
"54099","RD",798
"54101","RD",327
"54103","RD",349
"54105","RD",186
"54107","ST",887
"54109","RD",795
"55001","AVE",351
"55003","RD",756
"55005","ST",1323
"55007","RD",1496
"55009","CT",920
"55011","RD",538
"55013","RD",883
"55015","RD",343
"55017","ST",1434
"55019","RD",780
"55021","RD",814
"55023","RD",521
"55025","RD",2228
"55027","RD",934
"55029","RD",854
"55031","RD",1379
"55033","ST",868
"55035","RD",597
"55037","RD",493
"55039","ST",649
"55041","RD",564
"55043","ST",818
"55045","RD",478
"55047","ST",276
"55049","RD",538
"55051","RD",556
"55053","RD",899
"55055","ST",593
"55057","RD",572
"55059","AVE",1247
"55061","RD",258
"55063","RD",705
"55065","RD",397
"55067","RD",549
"55069","RD",761
"55071","ST",642
"55073","ST",1014
"55075","RD",1200
"55077","ST",189
"55078","RD",220
"55079","ST",3174
"55081","AVE",747
"55083","LN",1117
"55085","RD",1380
"55087","ST",1045
"55089","CT",557
"55091","LN",179
"55093","ST",800
"55095","ST",927
"55097","RD",536
"55099","RD",737
"55101","DR",834
"55103","LN",636
"55105","DR",960
"55107","RD",585
"55109","ST",804
"55111","RD",802
"55113","RD",1207
"55115","RD",719
"55117","ST",568
"55119","RD",265
"55121","RD",688
"55123","RD",768
"55125","RD",1526
"55127","RD",865
"55129","RD",772
"55131","DR",923
"55133","DR",2602
"55135","RD",993
"55137","AVE",289
"55139","ST",714
"55141","ST",583
"56001","RD",673
"56003","ST",204
"56005","RD",518
"56007","ST",474
"56009","RD",317
"56011","RD",506
"56013","RD",777
"56015","RD",174
"56017","RD",207
"56019","RD",307
"56021","RD",832
"56023","RD",421
"56025","RD",856
"56027","RD",179
"56029","RD",473
"56031","RD",478
"56033","RD",410
"56035","RD",489
