GEOID,suffix,n
31095,ST,199
31097,RD,144
31099,RD,166
31101,ST,228
31103,RD,110
31105,RD,229
31107,RD,352
31109,ST,2958
31111,RD,903
31113,RD,36
31115,RD,79
31117,RD,57
31119,ST,383
31121,RD,281
31123,RD,414
31125,ST,335
31127,ST,205
31129,RD,212
31131,RD,510
31133,ST,158
31135,RD,434
31137,RD,180
31139,ST,211
31141,ST,558
31143,RD,174
31145,RD,369
31147,ST,267
31149,RD,128
31151,ST,288
31153,ST,1833
31155,ST,470
31157,RD,462
31159,RD,279
31161,RD,304
31163,RD,289
31165,RD,273
31167,RD,163
31169,ST,211
31171,ST,40
31173,RD,214
31175,RD,224
31177,LN,283
31179,ST,140
31181,RD,176
31183,AVE,89
31185,ST,211
32001,RD,275
32003,ST,11421
32005,CT,446
32007,RD,627
32009,RD,106
32011,ST,141
32013,RD,527
32015,RD,175
32017,RD,363
32019,ST,413
32021,RD,200
32023,ST,1047
32027,RD,333
32029,RD,158
32031,CT,2664
32033,RD,380
32510,DR,391
33001,RD,1325
33003,RD,2304
33005,RD,1678
33007,RD,1392
33009,RD,2890
33011,RD,3238
33013,RD,2332
33015,RD,3011
33017,RD,1094
33019,RD,1374
34001,AVE,2620
34003,AVE,2809
34005,RD,1898
34007,AVE,3046
34009,AVE,1068
34011,RD,794
34013,ST,1488
34015,AVE,1522
34017,ST,921
34019,RD,1361
34021,AVE,1118
34023,ST,2295
34025,DR,2259
34027,RD,2665
34029,DR,2705
34031,AVE,1072
34033,RD,519
34035,RD,1296
34037,RD,1552
34039,AVE,1425
34041,RD,867
35001,RD,2810
35003,RD,528
35005,RD,1918
35006,RD,1059
35007,RD,494
35009,ST,364
35011,RD,327
35013,RD,1469
35015,RD,1178
35017,RD,806
35019,RD,292
35021,RD,262
35023,RD,429
35025,RD,1055
35027,RD,649
35028,ST,160
35029,RD,1350
35031,RD,1486
35033,RD,175
35035,RD,862
35037,ST,218
35039,RD,1497
35041,ST,158
35043,RD,1890
35045,RD,2072
35047,RD,524
35049,RD,1500
35051,RD,551
35053,RD,541
35055,RD,1306
35057,RD,793
35059,RD,455
35061,RD,976
36001,RD,1522
36003,RD,1471
36005,AVE,1021
36007,RD,1491
36009,RD,1746
36011,RD,1152
36013,RD,1456
36015,RD,746
36017,RD,1210
36019,RD,1075
36021,RD,1601
36023,RD,760
36025,RD,2065
36027,RD,2436
36029,RD,2195
36031,RD,1055
36033,RD,1331
36035,RD,763
36037,RD,673
36039,RD,1351
36041,RD,583
36043,RD,1511
36045,RD,1817
36047,ST,1480
36049,RD,1073
36051,RD,909
36053,RD,1188
36055,DR,2548
36057,RD,875
36059,AVE,3631
36061,ST,766
36063,ST,833
36065,RD,2206
36067,RD,2161
36069,RD,864
36071,RD,2628
36073,RD,532
36075,RD,1054
36077,RD,1737
36079,RD,1452
36081,ST,2696
36083,RD,1630
36085,AVE,1389
36087,RD,1095
36089,RD,2304
36091,RD,1650
36093,RD,633
36095,RD,1278
36097,RD,735
36099,RD,583
36101,RD,2491
36103,RD,5672
36105,RD,2692
36107,RD,947
36109,RD,1027
36111,RD,2836
36113,RD,1431
36115,RD,1032
36117,RD,1072
36119,RD,3617
36121,RD,675
36123,RD,710
37001,RD,1573
37003,RD,1024
37005,RD,800
37007,RD,997
37009,RD,1279
37011,RD,904
37013,RD,1043
37015,RD,468
37017,RD,939
37019,DR,1509
37021,RD,4099
37023,RD,1446
37025,DR,1195
37027,RD,1009
37029,RD,258
37031,RD,857
37033,RD,828
37035,RD,1881
37037,RD,1514
37039,RD,1553
37041,RD,274
37043,RD,375
37045,RD,1978
37047,RD,1174
37049,RD,1128
37051,DR,2465
37053,RD,504
37055,RD,640
37057,RD,2908
37059,RD,760
37061,RD,1148
37063,DR,1519
37065,RD,547
37067,RD,2992
37069,RD,917
37071,RD,2361
37073,RD,269
37075,RD,524
37077,RD,823
37079,RD,468
37081,RD,3130
37083,RD,1033
37085,RD,1341
37087,RD,1834
37089,RD,1971
37091,RD,511
37093,RD,807
37095,RD,296
37097,RD,2409
37099,RD,2255
37101,RD,1491
37103,RD,341
37105,RD,703
37107,RD,1193
37109,RD,1235
37111,DR,1257
37113,RD,2586
37115,RD,1392
37117,RD,606
37119,DR,5169
37121,RD,767
37123,RD,837
37125,RD,1949
37127,RD,1283
37129,DR,1359
37131,RD,501
37133,RD,1337
37135,RD,1577
37137,RD,454
37139,RD,422
37141,RD,861
37143,RD,337
37145,RD,1106
37147,RD,1153
37149,RD,614
37151,RD,2606
37153,RD,1195
37155,RD,2596
37157,RD,2123
37159,RD,1811
37161,RD,1630
37163,RD,1173
37165,RD,631
37167,RD,1142
37169,RD,1996
37171,RD,1806
37173,RD,1015
37175,RD,1339
37177,RD,207
37179,RD,1803
37181,RD,641
37183,DR,6438
37185,RD,863
37187,RD,313
37189,RD,1750
37191,RD,1125
37193,RD,2322
37195,RD,887
37197,RD,1212
37199,RD,1008
38001,ST,331
38003,AVE,482
38005,AVE,453
38007,ST,132
38009,ST,481
38011,ST,134
38013,AVE,327
38015,ST,675
38017,ST,1448
38019,AVE,423
38021,ST,372
38023,AVE,383
38025,ST,369
38027,ST,192
38029,ST,408
38031,AVE,234
38033,AVE,148
38035,AVE,656
38037,ST,371
38039,AVE,239
38041,ST,276
38043,ST,356
38045,ST,358
38047,ST,251
38049,ST,503
38051,ST,343
38053,ST,594
38055,AVE,705
38057,AVE,348
38059,ST,600
38061,ST,545
38063,ST,327
38065,ST,196
38067,ST,366
38069,ST,299
38071,AVE,485
38073,AVE,242
38075,AVE,258
38077,ST,471
38079,AVE,279
38081,ST,286
38083,AVE,283
38085,ST,118
38087,ST,75
38089,ST,746
38091,ST,138
38093,AVE,795
38095,ST,263
38097,ST,302
38099,AVE,424
38101,ST,1199
38103,AVE,396
38105,ST,784
39001,RD,869
39003,ST,544
39005,RD,441
39007,RD,636
39009,RD,993
39011,ST,454
39013,RD,1164
39015,RD,633
39017,DR,2023
39019,RD,733
39021,RD,364
39023,DR,607
39025,DR,1131
39027,RD,419
39029,ST,944
39031,RD,631
39033,ST,382
39035,DR,3234
39037,RD,559
39039,RD,377
39041,DR,1509
39043,ST,445
39045,RD,746
39047,RD,245
39049,DR,5437
39051,ST,286
39053,RD,1016
39055,DR,643
39057,DR,1371
39059,HWY,1056
39061,DR,2482
39063,ST,454
39065,ST,446
39067,RD,757
39069,ST,314
39071,HWY,575
39073,RD,821
39075,RD,589
39077,ST,470
39079,RD,772
39081,ST,649
39083,RD,755
39085,DR,1349
39087,RD,1809
39089,RD,948
39091,RD,504
39093,DR,1110
39095,DR,1824
39097,RD,257
39099,AVE,1207
39101,ST,404
39103,DR,991
39105,RD,768
39107,ST,440
39109,ST,542
39111,RD,730
39113,DR,2523
39115,RD,1451
39117,RD,649
39119,RD,901
39121,HWY,1045
39123,RD,643
39125,RD,468
39127,RD,697
39129,RD,449
39131,RD,975
39133,DR,800
39135,RD,444
39137,ST,510
39139,RD,814
39141,RD,632
39143,RD,769
39145,RD,993
39147,RD,869
39149,RD,379
39151,ST,3079
39153,DR,2631
39155,HWY,1241
39157,RD,984
39159,HWY,369
39161,RD,397
39163,RD,469
39165,DR,1359
39167,RD,1568
39169,RD,634
39171,ST,509
39173,RD,850
39175,HWY,296
40001,RD,881
40003,RD,762
40005,RD,1063
40007,RD,1073
40009,RD,549
40011,RD,793
40013,RD,1201
40015,RD,880
40017,ST,1003
40019,RD,800
40021,RD,1584
40023,RD,733
40025,RD,821
40027,ST,1769
40029,RD,470
40031,RD,1111
40033,RD,127
40035,RD,919
40037,ST,1101
40039,RD,772
40041,RD,2377
40043,RD,465
40045,RD,615
40047,RD,971
40049,RD,858
40051,RD,1575
40053,RD,553
40055,RD,355
40057,RD,210
40059,RD,599
40061,RD,615
40063,RD,674
40065,RD,510
40067,RD,344
40069,RD,458
40071,RD,620
40073,RD,386
40075,RD,440
40077,RD,566
40079,RD,1225
40081,RD,1376
40083,RD,979
40085,RD,628
40087,ST,626
40089,RD,614
40091,RD,1127
40093,RD,402
40095,RD,585
40097,RD,1086
40099,RD,496
40101,ST,1464
40103,RD,664
40105,RD,487
40107,RD,519
40109,ST,4672
40111,RD,1271
40113,RD,1549
40115,RD,750
40117,RD,808
40119,RD,832
40121,RD,1463
40123,RD,1436
40125,RD,1343
40127,RD,857
40129,RD,536
40131,RD,1326
40133,RD,631
40135,RD,1650
40137,RD,744
40139,RD,987
40141,RD,326
40143,ST,9204
40145,ST,1730
40147,RD,704
40149,RD,582
40151,RD,483
40153,RD,697
41001,RD,1047
41003,DR,461
41005,RD,2206
41007,RD,694
41009,RD,638
41011,RD,1162
41013,RD,977
41015,RD,628
41017,RD,1858
41019,RD,2664
41021,RD,156
41023,RD,2906
41025,RD,758
41027,RD,306
41029,RD,1343
41031,RD,982
41033,RD,1018
41035,FS,9960
41037,RD,1370
41039,RD,2763
41041,ST,1110
41043,ST,999
41045,RD,786
41047,ST,1914
41049,RD,789
41051,AVE,3751
41053,ST,609
41055,RD,142
41057,RD,858
41059,RD,2864
41061,RD,1102
41063,RD,879
41065,RD,969
41067,AVE,2121
41069,RD,373
41071,ST,1100
42001,RD,799
42003,ST,7019
42005,RD,1557
42007,ST,1454
42009,RD,1762
42011,RD,2175
42013,LN,1133
42015,RD,2223
42017,RD,2973
42019,LN,1626
42021,ST,1928
42023,RD,285
42025,ST,654
42027,RD,1362
42029,RD,2635
42031,RD,950
42033,RD,2157
42035,LN,849
42037,RD,1072
42039,RD,1452
42041,DR,1402
42043,ST,2227
42045,RD,3452
42047,RD,906
42049,DR,1274
42051,RD,1882
42053,RD,519
42055,RD,1227
42057,RD,601
42059,RD,1013
42061,RD,1241
42063,RD,1446
42065,RD,1213
42067,RD,658
42069,ST,1852
42071,RD,2422
42073,RD,844
42075,ST,1326
42077,ST,3764
42079,ST,3129
42081,RD,1627
42083,RD,664
42085,RD,1874
42087,LN,869
42089,RD,1923
42091,RD,3754
42093,RD,349
42095,ST,2126
42097,ST,1267
42099,RD,766
42101,ST,6195
42103,RD,1218
42105,RD,782
42107,ST,2463
42109,RD,1034
42111,RD,1719
42113,RD,561
42115,RD,1339
42117,RD,1529
42119,RD,481
42121,RD,912
42123,RD,622
42125,ST,1897
42127,RD,1336
42129,ST,3014
42131,RD,509
42133,RD,2971
44001,ST,318
44003,ST,1091
44005,RD,523
44007,ST,4079
44009,RD,1429
45001,RD,498
45003,HWY,1641
45005,RD,330
45007,RD,1940
45009,RD,472
45011,RD,386
45013,DR,2011
45015,LN,2538
45017,RD,299
45019,RD,2691
45021,RD,836
45023,RD,1058
45025,RD,1033
45027,RD,690
45029,LN,847
45031,DR,963
45033,DR,327
45035,DR,855
45037,RD,352
45039,RD,490
45041,RD,1329
45043,DR,740
45045,RD,3108
45047,RD,781
45049,RD,486
45051,DR,2745
45053,RD,523
45055,RD,873
45057,RD,906
45059,RD,1160
45061,RD,716
45063,CT,1731
45065,RD,481
45067,RD,742
45069,RD,609
45071,RD,719
45073,DR,2676
45075,RD,1350
45077,DR,1266
45079,RD,2524
45081,RD,564
45083,RD,2624
45085,RD,1052
45087,RD,499
45089,RD,605
45091,RD,1550
46003,ST,290
46005,ST,493
46007,ST,32
46009,ST,296
46011,ST,409
46013,ST,774
46015,ST,252
46017,RD,55
46019,RD,372
46021,ST,191
46023,ST,390
46025,ST,196
46027,ST,263
46029,ST,518
46031,RD,182
46033,RD,522
46035,ST,288
46037,ST,408
46039,ST,211
46041,RD,92
46043,ST,179
46045,AVE,420
46047,RD,397
46049,ST,314
46051,ST,249
46053,ST,438
46055,ST,175
46057,ST,234
46059,ST,364
46061,ST,183
46063,RD,136
46065,AVE,285
46067,ST,403
46069,ST,172
46071,RD,179
46073,ST,192
46075,AVE,109
46077,ST,365
46079,AVE,281
46081,RD,651
46083,ST,608
46085,ST,306
46087,AVE,200
46089,ST,336
46091,ST,278
46093,RD,491
46095,ST,84
46097,ST,220
46099,ST,1195
46101,ST,214
46102,RD,283
46103,RD,1005
46105,RD,164
46107,ST,263
46109,ST,371
46111,ST,250
46115,ST,569
46117,ST,82
46119,ST,181
46121,RD,121
46123,ST,574
46125,ST,284
46127,ST,361
46129,ST,379
46135,ST,364
46137,RD,64
47001,LN,906
47003,RD,536
47005,RD,479
47007,RD,686
47009,DR,1065
47011,DR,813
47013,LN,1096
47015,LN,441
47017,RD,413
47019,RD,1161
47021,RD,558
47023,RD,250
47025,LN,687
47027,RD,533
47029,WAY,972
47031,RD,636
47033,RD,343
47035,RD,844
47037,DR,2923
47039,RD,391
47041,RD,521
47043,RD,886
47045,RD,479
47047,DR,408
47049,RD,644
47051,LN,870
47053,RD,645
47055,RD,1012
47057,RD,461
47059,RD,822
47061,RD,439
47063,DR,541
47065,DR,1871
47067,RD,471
47069,RD,378
47071,LN,641
47073,RD,1124
47075,RD,391
47077,RD,501
47079,RD,579
47081,RD,746
47083,RD,273
47085,RD,389
47087,LN,516
47089,RD,643
47091,RD,502
47093,LN,2961
47095,RD,112
47097,RD,390
47099,RD,901
47101,RD,506
47103,RD,642
47105,RD,530
47107,RD,1672
47109,RD,492
47111,RD,349
47113,DR,728
47115,RD,736
47117,RD,547
47119,RD,742
47121,RD,345
47123,RD,1078
47125,DR,1166
47127,RD,258
47129,RD,822
47131,RD,767
47133,LN,587
47135,RD,393
47137,RD,355
47139,RD,399
47141,RD,866
47143,LN,627
47145,RD,838
47147,RD,709
47149,DR,1643
47151,RD,598
47153,RD,457
47155,WAY,1612
47157,CV,4581
47159,LN,645
47161,RD,448
47163,DR,1385
47165,DR,1014
47167,RD,503
47169,LN,149
47171,RD,816
47173,RD,502
47175,RD,325
47177,RD,666
47179,RD,1170
47181,RD,697
47183,RD,689
47185,RD,569
47187,DR,1357
47189,DR,787
48001,RD,1124
48003,RD,178
48005,RD,1373
48007,ST,394
48009,RD,264
48011,RD,148
48013,RD,516
48015,RD,578
48017,RD,262
48019,RD,615
48021,RD,1089
48023,RD,287
48025,ST,462
48027,DR,2668
48029,DR,5022
48031,RD,518
48033,RD,99
48035,RD,1211
48037,RD,1036
48039,RD,2275
48041,DR,1033
48043,RD,317
48045,RD,95
48047,ST,147
48049,RD,625
48051,RD,648
48053,DR,736
48055,RD,669
48057,ST,371
48059,RD,582
48061,ST,1786
48063,RD,540
48065,RD,162
48067,RD,1079
48069,RD,258
48071,RD,435
48073,RD,1288
48075,RD,111
48077,RD,372
48079,RD,161
48081,RD,234
48083,RD,636
48085,DR,8648
48087,RD,150
48089,RD,963
48091,DR,1170
48093,RD,457
48095,RD,257
48097,RD,796
48099,RD,640
48101,RD,240
48103,ST,102
48105,RD,154
48107,RD,400
48109,RD,182
48111,RD,129
48113,DR,10551
48115,RD,200
48117,RD,207
48119,RD,302
48121,DR,5030
48123,RD,753
48125,RD,214
48127,ST,233
48129,ST,271
48131,RD,392
48133,RD,572
48135,AVE,871
48137,RD,171
48139,DR,1203
48141,DR,3939
48143,RD,1149
48145,RD,646
48147,RD,998
48149,RD,579
48151,RD,272
48153,RD,358
48155,RD,185
48157,LN,4184
48159,RD,437
48161,RD,685
48163,RD,503
48165,RD,323
48167,ST,1796
48169,RD,125
48171,RD,621
48173,RD,97
48175,RD,179
48177,RD,501
48179,RD,367
48181,RD,1426
48183,ST,1165
48185,RD,576
48187,RD,830
48189,ST,527
48191,ST,180
48193,RD,388
48195,RD,111
48197,RD,234
48199,RD,833
48201,DR,19060
48203,RD,910
48205,RD,110
48207,RD,487
48209,DR,1261
48211,RD,139
48213,RD,1427
48215,ST,5264
48217,RD,872
48219,RD,284
48221,CT,1166
48223,RD,760
48225,RD,790
48227,RD,441
48229,RD,221
48231,RD,1713
48233,ST,505
48235,RD,187
48237,RD,360
48239,RD,635
48241,RD,1333
48243,RD,164
48245,ST,1537
48247,ST,94
48249,RD,506
48251,DR,1014
48253,RD,673
48255,RD,430
48257,DR,958
48259,RD,428
48261,RD,30
48263,RD,156
48265,RD,1083
48267,RD,402
48269,RD,75
48271,ST,113
48273,RD,312
48275,RD,248
48277,RD,979
48279,RD,330
48281,RD,855
48283,ST,175
48285,RD,536
48287,RD,856
48289,RD,991
48291,RD,2091
48293,RD,468
48295,ST,112
48297,RD,353
48299,DR,409
48301,RD,26
48303,ST,2708
48305,RD,187
48307,RD,404
48309,DR,1482
48311,RD,129
48313,RD,249
48315,RD,340
48317,RD,227
48319,RD,348
48321,RD,1023
48323,ST,328
48325,RD,1264
48327,RD,111
48329,RD,1006
48331,RD,503
48333,RD,352
48335,RD,298
48337,RD,682
48339,DR,4262
48341,RD,153
48343,RD,491
48345,RD,106
48347,RD,1328
48349,RD,1162
48351,RD,1278
48353,ST,282
48355,DR,2423
48357,ST,119
48359,ST,94
48361,ST,1137
48363,RD,497
48365,RD,939
48367,DR,968
48369,RD,220
48371,ST,400
48373,RD,1009
48375,ST,685
48377,ST,254
48379,RD,418
48381,DR,662
48383,RD,198
48385,RD,185
48387,RD,638
48389,RD,503
48391,ST,224
48393,RD,90
48395,RD,576
48397,DR,1048
48399,RD,520
48401,RD,790
48403,DR,433
48405,RD,416
48407,RD,611
48409,RD,603
48411,RD,379
48413,RD,135
48415,RD,358
48417,RD,256
48419,RD,973
48421,RD,80
48423,RD,2647
48425,RD,194
48427,ST,953
48429,RD,354
48431,RD,70
48433,ST,84
48435,RD,431
48437,RD,181
48439,DR,10458
48441,ST,993
48443,RD,150
48445,RD,258
48447,RD,253
48449,RD,667
48451,ST,870
48453,DR,5593
48455,RD,684
48457,RD,1089
48459,RD,1134
48461,RD,165
48463,RD,406
48465,ST,482
48467,RD,698
48469,ST,672
48471,RD,668
48473,RD,480
48475,ST,326
48477,RD,538
48479,DR,928
48481,RD,955
48483,ST,208
48485,ST,743
48487,RD,221
48489,RD,386
48491,DR,2832
48493,RD,553
48495,ST,157
48497,RD,2032
48499,RD,1495
48501,RD,262
48503,RD,400
48505,ST,170
48507,ST,220
49001,ST,167
49003,RD,724
49005,RD,214
49007,RD,1088
49009,RD,329
49011,DR,962
49013,RD,423
49015,RD,419
49017,RD,327
49019,RD,316
49021,RD,401
49023,RD,373
49025,RD,808
49027,ST,425
49029,RD,91
49031,RD,139
49033,CIR,163
49035,DR,4998
49037,RD,1223
49039,RD,409
49041,RD,466
49043,RD,649
49045,RD,1779
49047,RD,744
49049,ST,5353
49051,RD,348
49053,DR,1390
49055,RD,388
49057,ST,1924
50001,RD,1037
50003,RD,1112
50005,RD,953
50007,RD,1178
50009,RD,447
50011,RD,1091
50013,RD,220
50015,RD,770
50017,RD,1329
50019,RD,938
50021,RD,1363
50023,RD,1629
50025,RD,1805
50027,RD,2150
51001,LN,570
51003,RD,1383
51005,RTE,262
51007,RTE,163
51009,RD,547
51011,RTE,273
51013,ST,1321
51015,LN,1136
51017,RD,261
51019,RD,848
51021,RTE,112
51023,RTE,547
51025,RD,557
51027,RD,1527
51029,RD,318
51031,RD,993
51033,RD,291
51035,RD,1017
51036,RD,98
51037,RD,632
51041,DR,1746
51043,LN,404
51045,RD,195
51047,LN,590
51049,RD,367
51051,RD,379
51053,RTE,303
51057,RD,279
51059,CT,5087
51061,RD,1065
51063,RD,381
51065,LN,272
51067,LN,888
51069,LN,677
51071,LN,313
51073,LN,606
51075,RD,386
51077,LN,678
51079,RD,249
51081,RD,135
51083,RTE,429
51085,LN,802
51087,RD,1571
51089,RD,1446
51091,RD,164
51093,LN,332
51095,RD,356
51097,RD,222
51099,DR,262
51101,RD,187
51103,RD,348
51105,RD,1109
51107,CT,1712
51109,RD,421
51111,RD,319
51113,RD,235
51115,LN,215
51117,RD,510
51119,RD,213
51121,RD,564
51125,LN,534
51127,RD,306
51131,RD,320
51133,LN,378
51135,RD,274
51137,RD,419
51139,RD,462
51141,RD,480
51143,RD,1743
51145,RD,217
51147,RD,633
51149,DR,233
51153,CT,2179
51155,RD,426
51157,LN,481
51159,RTE,136
51161,RD,754
51163,LN,1011
51165,LN,904
51167,RD,936
51169,DR,565
51171,RD,569
51173,RD,661
51175,RTE,269
51177,LN,921
51179,LN,751
51181,RTE,107
51183,RD,195
51185,RD,920
51187,RD,464
51191,RD,1181
51193,RTE,307
51195,RD,1038
51197,RD,454
51199,RD,400
51510,ST,332
51520,ST,178
51530,ST,105
51540,ST,263
51550,CT,1190
51570,AVE,165
51580,AVE,90
51590,ST,371
51595,ST,114
51600,DR,106
51610,ST,91
51620,ST,92
51630,ST,161
51640,ST,107
51650,DR,571
51660,ST,138
51670,ST,195
51678,ST,69
51680,ST,546
51683,CT,202
51685,CT,76
51690,ST,267
51700,DR,675
51710,AVE,879
51720,ST,95
51730,ST,321
51735,DR,87
51740,ST,429
51750,ST,157
51760,ST,1026
51770,AVE,603
51775,ST,182
51790,ST,298
51800,RD,379
51810,CT,2500
51820,AVE,176
51830,ST,74
51840,ST,142
53001,RD,817
53003,RD,219
53005,ST,1173
53007,RD,2086
53009,RD,1140
53011,ST,4390
53013,RD,328
53015,RD,871
53017,RD,1090
53019,RD,1456
53021,RD,648
53023,RD,331
53025,RD,997
53027,ST,1097
53029,LN,1136
53031,RD,718
53033,ST,12301
53035,LN,1617
53037,RD,1095
53039,RD,1019
53041,RD,1479
53043,RD,1270
53045,RD,979
53047,RD,2305
53049,ST,695
53051,RD,791
53053,ST,7236
53055,LN,662
53057,LN,853
53059,RD,1331
53061,ST,4461
53063,RD,2786
53065,RD,1576
53067,LN,1392
53069,RD,190
53071,RD,624
53073,RD,1138
53075,RD,1002
53077,RD,2105
54001,RD,436
54003,DR,999
54005,RD,726
54007,RD,730
54009,ST,231
54011,RD,1084
54013,RD,329
54015,RD,450
54017,RD,344
54019,RD,1371
54021,RD,263
54023,RD,268
54025,RD,1003
54027,RD,944
54029,ST,395
54031,RD,590
54033,ST,953
54035,RD,824
54037,LN,670
54039,RD,2093
54041,RD,447
54043,RD,704
54045,RD,1082
54047,RD,952
54049,RD,776
54051,RD,308
54053,RD,648
54055,RD,1209
54057,RD,431
54059,RD,499
54061,RD,1137
54063,RD,731
54065,LN,801
54067,RD,1022
54069,ST,367
54071,RD,423
54073,RD,280
54075,RD,615
54077,RD,778
54079,RD,611
54081,RD,958
54083,RD,537
54085,RD,399
54087,RD,372
54089,RD,613
54091,RD,312
54093,RD,332
54095,RD,349
54097,RD,517
54099,RD,830
54101,RD,364
54103,RD,410
54105,RD,189
54107,ST,895
54109,RD,807
55001,AVE,352
55003,RD,920
55005,ST,1349
55007,RD,1624
55009,CT,920
55011,RD,550
55013,RD,895
55015,RD,350
55017,ST,1443
55019,RD,794
55021,RD,830
55023,RD,533
55025,RD,2253
55027,RD,960
55029,RD,878
55031,RD,1431
55033,ST,942
55035,RD,613
55037,RD,557
55039,ST,649
55041,RD,755
55043,ST,818
55045,RD,483
55047,ST,276
55049,RD,549
55051,RD,566
55053,RD,912
55055,ST,601
55057,ST,637
55059,AVE,1247
55061,RD,267
55063,ST,743
55065,RD,408
55067,RD,572
55069,RD,790
55071,ST,642
55073,ST,1017
55075,RD,1430
55077,ST,189
55078,RD,222
55079,ST,3175
55081,AVE,747
55083,LN,1120
55085,RD,1413
55087,ST,1046
55089,CT,558
55091,LN,179
55093,ST,847
55095,ST,987
55097,RD,560
55099,RD,808
55101,DR,836
55103,LN,636
55105,DR,973
55107,RD,600
55109,ST,850
55111,RD,820
55113,RD,1346
55115,RD,737
55117,RD,571
55119,RD,401
55121,RD,703
55123,RD,778
55125,RD,1581
55127,RD,901
55129,RD,774
55131,DR,961
55133,DR,2617
55135,RD,1017
55137,AVE,289
55139,ST,714
55141,ST,805
56001,RD,931
56003,RD,280
56005,RD,529
56007,RD,689
56009,RD,433
56011,RD,735
56013,RD,797
56015,RD,983
56017,RD,225
56019,RD,345
56021,RD,1459
56023,RD,707
56025,RD,1048
56027,RD,197
56029,RD,576
56031,RD,495
56033,RD,622
56035,RD,585
56037,RD,733
56039,RD,880
56041,RD,351
56043,RD,320
56045,RD,209
60010,RTE,27
60020,RTE,3
60050,RTE,34
66010,ST,1215
69100,RD,13
69110,DR,171
69120,BROADWAY,3
72001,CLL,11
72003,VECINAL,52
72005,CLL,59
72007,CLL,16
72009,CLL,31
72011,CLL,84
72013,CLL,446
72015,CLL,115
72017,CLL,114
72019,TORRES,15
72021,CLL,1333
72023,CLL,207
72025,CLL,682
72027,CLL,33
72029,CLL,295
72031,CLL,927
72033,CLL,139
72035,CLL,157
72037,CLL,119
72039,CLL,14
72041,CLL,52
72043,CLL,201
72045,CLL,22
72047,CLL,92
72049,CLL,12
72051,CLL,208
72053,CLL,266
72054,CLL,40
72055,CLL,177
72057,CLL,250
72059,CLL,124
72061,CLL,198
72063,CLL,276
72065,NOMBRE,149
72067,CLL,49
72069,CLL,294
72071,CLL,106
72073,CLL,33
72075,CLL,443
72077,CLL,123
72079,CLL,91
72081,CLL,30
72083,SUR,10
72085,CLL,138
72087,CLL,118
72089,CLL,89
72091,CLL,73
72093,CLL,11
72095,CLL,33
72097,CLL,56
72099,CLL,51
72101,CLL,96
72103,CLL,168
72105,FERRER,19
72107,INTERIOR,14
72109,CLL,68
72111,CLL,109
72113,CLL,610
72115,CLL,67
72117,SALIDA,34
72119,CLL,359
72121,CLL,73
72123,CLL,204
72125,CLL,96
72127,CLL,843
72129,CLL,128
72131,CLL,54
72133,CLL,235
72135,CLL,389
72137,CLL,199
72139,CLL,385
72141,CLL,14
72143,CLL,183
72145,CLL,207
72147,CLL,40
72149,CLL,39
72151,CLL,135
72153,CLL,174
78010,RD,204
78020,RD,89
78030,RD,205
